0,2240
0,1860
0,600
0,3242
0,2747
0,2949
0,1890
0,3242
0,2747
1,3242
1,3242
1,1588
1,3242
2,2847
2,3242
2,3242
2,3242
3,3242
3,3242
3,3707
3,3242
4,3707
4,2031
4,3707
4,3242
5,3707
5,3188
5,2052
5,3707
6,3707
6,2136
6,3707
6,2996
7,2943
7,3707
7,3707
7,2744
8,4357
8,3707
8,2073
8,3852
9,4357
9,2333
9,3244
9,3202
10,4357
10,3807
10,2944
10,4357
11,3952
11,4357
